Unnamed: 0,Class,Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Copper_mg),Panto_Acid_mg),Vit_A_IU,Vit_A_RAE,Vit_D_µg,Vit_D_IU,FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Folate_DFE_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_K_(g),Cholestrl_(g)
,4,"FISH,TILAPIA,CKD,DRY HEAT",71.59,26.15,2.65,1.14,0.0,0.0,0.0,0.075,0.664,0.0,0.0,3.7,150.0,0.94,0.955,0.6,87.0,1 fillet,,,0.0,0.013999999999999999,0.0006900000000000001,0.034,0.204,0.38,0.055999999999999994,0.00041,3.7e-05,0.000544,0.0,9.300000000000001e-05,7.3e-05,0.004745,0.000123,5.9999999999999995e-05,0.0,5.9999999999999995e-05,5.9999999999999995e-05,0.0513,1.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,9e-06,0.057
,2,"PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",73.62,2.62,2.8,1.2,19.76,0.0,17.38,0.024,0.311,134.0,38.0,1.1,42.0,1.5619999999999998,0.698,0.221,127.0,.5 cup,,,0.0,0.094,5e-05,0.009000000000000001,0.20600000000000002,0.11199999999999999,0.29,0.00032,5e-06,3.2e-05,0.0,3.8e-05,0.00014,7.4e-05,3e-05,4e-05,0.0,4e-05,4e-05,0.0119,3.7000000000000006e-06,0.00037999999999999997,0.0,5.9999999999999995e-05,0.0,0.0,0.0,6e-05,2e-06,0.009000000000000001
,1,"PEANUT SPRD,RED SUGAR",1.93,24.8,54.89,4.15,14.23,7.8,3.34,0.76,1.229,0.0,0.0,0.0,0.0,10.22,26.997,16.266,31.0,2 tbsp,,,0.0,0.07200000000000001,0.00284,0.16399999999999998,0.35,0.818,0.447,0.00351,0.0019790000000000003,9.1e-05,0.0,0.00011599999999999999,0.000122,0.016385,0.000471,0.00144,0.0,0.00144,0.00144,0.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008060000000000001,6e-06,0.0
,1,"PUFF PASTRY,FRZ,RTB,BKD",7.4,7.4,38.5,1.0,45.7,1.5,0.75,0.115,0.0,1.0,0.0,0.0,0.0,5.502000000000001,8.828,22.228,28.0,1 oz,245.0,1 sheet,0.0,0.01,0.0026,0.016,0.06,0.062,0.253,0.00054,0.000495,0.000245,0.0,0.000323,0.000258,0.0038,1.9e-05,0.00055,0.00045999999999999996,9e-05,0.0008699999999999999,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.00055,0.00016299999999999998,0.0
,4,"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW",65.42,16.69,18.34,0.76,0.0,0.0,0.0,0.054000000000000006,0.9940000000000001,170.0,49.0,,,5.26,7.65,3.96,85.0,3 oz,160.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)",35.0,0.011000000000000001,0.00098,0.019,0.136,0.17800000000000002,0.073,0.00158,1.9e-05,0.000127,0.0,6.1e-05,0.000146,0.005211,0.00025,7e-05,0.0,7e-05,7e-05,,2.9e-06,0.00049,0.0,0.0,0.0,0.0,0.0,0.0003,2.4e-05,0.081
,2,"BUTTER,LT,STK,W/SALT",42.1,3.3,55.1,1.0,0.0,0.0,0.0,0.0,,1698.0,465.0,1.0,40.0,34.321,15.927,2.046,14.0,1 tablespoon,,,0.0,0.048,0.00109,0.005,0.034,0.071,0.45,0.00026000000000000003,,1e-05,0.0,1e-05,7.000000000000001e-05,2e-05,1e-05,1e-05,0.0,1e-05,1e-05,0.0129,1.3e-06,0.00456,0.0,0.00107,0.0,0.0,0.0,0.00158,4.8e-05,0.106
,4,"PORK,FRSH,ENHANCED,LOIN,TENDERLOIN,LN,CKD,RSTD",73.07,21.61,3.15,1.86,0.31,0.0,0.0,0.106,0.836,0.0,0.0,0.2,9.0,1.077,1.199,0.455,85.0,3 oz,,,5.0,0.005,0.00098,0.025,0.316,0.5670000000000001,0.231,0.002,1.2e-05,0.0004570000000000001,0.0,0.000789,0.00036,0.007392,0.00061,0.0,0.0,0.0,0.0,0.0735,4.7e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.057
,4,"LAMB,NZ,IMP,SWEETBREAD,CKD,SOAKED & SIMMRD",72.6,21.13,6.61,2.58,0.0,0.0,0.0,0.075,0.7290000000000001,28.0,8.0,0.2,6.0,2.342,1.847,0.39299999999999996,85.0,3 oz,,,3.0,0.006,0.00106,0.025,0.55,0.354,0.052000000000000005,0.00193,1.7e-05,0.00014900000000000002,0.0,7.5e-05,9.6e-05,0.001375,0.0,,,,,,2.5e-05,8e-05,0.0,0.0,0.0,0.0,0.0,0.0011300000000000001,,0.462
,4,"FISH,SALMON,CHUM,RAW (ALASKA NATIVE)",72.34,20.69,3.67,1.27,0.0,0.0,0.0,0.13699999999999998,1.02,105.0,32.0,,,0.547,0.94,0.77,,,,,0.0,0.006999999999999999,0.0005600000000000001,0.026000000000000002,0.23,0.37,0.059000000000000004,0.00054,3e-05,0.0003970000000000001,0.0,0.000156,0.000217,0.008790000000000001,0.00018899999999999999,0.00018,0.0,0.00018,0.00018,,8.08e-05,0.00032,0.0,0.0,0.0,0.0,0.0,0.00049,3e-06,0.059000000000000004
,2,"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",85.3,3.8,1.7,0.31,8.89,0.6,0.82,0.02,,1950.0,98.0,0.0,2.0,0.461,0.632,0.392,16.0,1 tbsp,170.0,"1 jar,  NFS",0.0,0.011000000000000001,0.0004,0.01,0.042,0.095,0.235,0.00041,,3.700000000000001e-05,0.0017,4e-05,5e-05,0.00123,6e-05,9e-05,4e-05,5e-05,0.00011999999999999999,0.0112,1.4e-06,1e-05,0.0043100000000000005,0.00952,0.0,0.0,0.0021100000000000003,0.00018999999999999998,3.3e-05,0.027999999999999997
,2,"BABYFOOD,JUC,PRUNE&ORANGE",81.9,0.6,0.3,0.4,16.8,,,0.046,0.13699999999999998,131.0,7.0,,,,,,31.0,1 fl oz,127.0,1 jar,0.0,0.012,0.0008699999999999999,0.008,0.01,0.18100000000000002,0.002,4e-05,,1e-06,0.0638,4.4e-05,0.00012,0.000396,6.1e-05,0.00013000000000000002,0.0,0.00013000000000000002,0.00013000000000000002,,0.0,0.0,,,,,,,,
,4,"STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)",70.59,21.11,8.26,1.24,0.0,0.0,0.0,0.057999999999999996,,65.0,20.0,15.1,604.0,1.53,2.2230000000000003,1.225,,,,,0.0,0.03,0.00064,0.025,0.249,0.365,0.11800000000000001,0.00057,1.1e-05,0.00026000000000000003,0.0,,,,,,,,,,5.79e-05,0.0002,0.0,0.0,0.0,0.0,0.0,0.00215,0.0,0.059000000000000004
,2,"SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND",86.82,2.13,0.21,0.8,10.04,1.9,2.13,,,618.0,,,,0.05,0.07,0.08,246.0,"1 serving, 1 cup",,,0.0,0.016,0.0,,,,0.195,,,,0.001,,,,,,,,,,,,,,,,,,,0.001
,5,"BLUEBERRIES,FRZ,SWTND",77.4,0.4,0.13,0.12,21.95,2.2,19.72,0.039,0.125,49.0,2.0,0.0,0.0,0.011000000000000001,0.018000000000000002,0.057,230.0,"1 cup, thawed",284.0,"1 package,  (10 oz)",0.0,0.006,0.00039,0.002,0.006999999999999999,0.06,0.001,6e-05,0.000262,2e-06,0.001,2e-05,5.2000000000000004e-05,0.00025299999999999997,5.9e-05,7e-05,0.0,7e-05,7e-05,0.0055,0.0,0.0,0.0,0.0003,0.0,0.0,0.00073,0.0005200000000000001,0.000177,0.0
,1,"RESTAURANT,FAMILY STYLE,CHICK FINGERS,FROM KID'S MENU",42.17,18.68,17.45,2.93,18.77,1.1,0.33,0.068,1.558,31.0,5.0,,,3.199,3.9619999999999997,9.013,114.0,1 serving,37.0,1 piece,0.0,0.021,0.0007599999999999999,0.028999999999999998,0.306,0.322,0.809,0.00067,0.000254,0.0002,,9.8e-05,0.000166,0.007628,0.000453,7e-05,,7e-05,,,1.3e-06,4e-05,0.0,9e-05,4e-05,2e-05,0.00058,0.00147,0.00028,0.046
,1,"CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES",3.0,14.44,1.41,3.0,78.15,14.1,20.0,0.478,0.733,353.0,106.0,0.0,0.0,0.261,0.244,0.61,31.0,".75 cup,  (1 NLEA serving)",,,0.0,0.071,0.0025399999999999997,0.14400000000000002,0.327,0.48,0.2,0.0028899999999999998,0.003229,0.00018999999999999998,0.004200000000000001,0.0005290000000000001,0.0006,0.007055,0.000705,0.00141,0.00122,0.00018999999999999998,0.0022600000000000003,0.036000000000000004,2.12e-05,0.00106,0.0,0.0,0.0,0.0,0.0,0.00099,2.2000000000000006e-05,0.0
,1,"BURGER KING,FRENCH FR",43.95,3.23,12.48,1.64,38.7,2.9,0.51,0.127,0.49,,,,,2.137,3.27,5.946000000000001,74.0,"1 small, serving",117.0,"1 medium, serving",0.0,0.017,0.00073,0.027000000000000003,0.11900000000000001,0.467,0.27899999999999997,0.00044,0.000213,,0.0022,0.00014299999999999998,3.3e-05,0.002163,0.00032700000000000003,,,,,0.0289,,,,,,,,0.0024500000000000004,0.00011100000000000001,
,1,"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST",43.22,11.06,12.94,2.41,30.36,2.3,2.82,0.107,,351.0,67.0,0.0,0.0,4.805,3.9410000000000003,3.217,127.0,1 slice,1017.0,1 pizza,0.0,0.14300000000000002,0.0024500000000000004,0.023,0.193,0.19,0.637,0.00126,0.000323,0.000177,0.001,0.000385,0.00018999999999999998,0.0035700000000000003,7.000000000000001e-05,0.00098,0.00055,0.00043,0.0013599999999999999,0.0255,4.9000000000000005e-06,0.0006,0.0,0.00091,0.0,0.01878,0.00022,0.0009,0.000118,0.023
,4,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW",69.33,19.68,10.02,0.91,0.05,0.0,0.0,0.08,0.73,7.0,2.0,0.1,4.0,4.312,5.278,0.426,85.0,3 oz,432.0,1 piece,26.0,0.012,0.0024500000000000004,0.021,0.185,0.307,0.085,0.008150000000000001,1.3000000000000001e-05,0.000215,0.0,8e-05,0.0002,0.0035229999999999997,0.00031099999999999997,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,0.0727,3.43e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00016999999999999999,1.4999999999999999e-05,0.076
,1,CHILI POWDER,10.75,13.46,14.28,11.81,49.7,34.8,7.19,1.0,0.888,29650.0,1483.0,0.0,0.0,2.4619999999999997,3.2110000000000003,8.006,2.0,1 tsp,8.0,1 tbsp,0.0,0.33,0.0173,0.149,0.3,1.95,2.867,0.0043,0.0017,0.000204,0.0007,0.00025,0.0009400000000000001,0.0116,0.002094,0.00028,0.0,0.00028,0.00028,0.0665,0.0,0.0,0.0209,0.15,0.0349,0.00021,0.0031,0.03814,0.001057,0.0
,2,"SOUP,BF BROTH OR BOUILLON CND,RTS",97.55,1.14,0.22,1.05,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.11,0.09,0.01,240.0,1 cup,435.0,"1 can, 14.5 oz",0.0,0.006,0.00016999999999999999,0.002,0.013000000000000001,0.054000000000000006,0.37200000000000005,0.0,1e-05,7.000000000000001e-06,0.0,2e-06,2.1e-05,0.00078,1e-05,2e-05,0.0,2e-05,2e-05,0.0029,7.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,4,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",79.2,10.4,8.58,1.33,0.0,0.0,,0.24,0.92,0.0,0.0,,,2.19,1.55,0.88,28.0,1 oz,113.0,4 oz,2.0,0.009000000000000001,0.00175,0.012,0.27,0.29600000000000004,0.11199999999999999,0.00117,4.4e-05,9e-05,0.016,0.00013000000000000002,0.0003,0.0039,0.00029,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,,0.000113,0.0,,,,,,,,1.3519999999999999
,5,"MACE,GROUND",8.17,6.71,32.38,2.23,50.5,20.2,,2.467,,800.0,40.0,0.0,0.0,9.51,11.17,4.39,1.0,1 tsp,5.3,1 tbsp,0.0,0.252,0.0139,0.163,0.11,0.46299999999999997,0.08,0.0023,0.0015,2.7e-05,0.021,0.000312,0.00044800000000000005,0.00135,0.00016,0.0007599999999999999,0.0,0.0007599999999999999,0.0007599999999999999,,0.0,0.0,,,,,,,,0.0
,5,"LAMB,NZ,IMP,TONGUE - SWISS CUT,CKD,SOAKED & SIMMRD",58.74,17.51,22.04,0.84,0.86,0.0,0.0,0.19899999999999998,0.578,5.0,1.0,0.3,12.0,7.341,7.761,1.258,85.0,3 oz,,,18.0,0.006,0.0017399999999999998,0.015,0.14300000000000002,0.132,0.052000000000000005,0.00207,2e-05,9.1e-05,0.0,3.5999999999999994e-05,0.00034100000000000005,0.002272,7.7e-05,,,,,,5.22e-05,1e-05,0.0,0.0,0.0,0.0,0.0,0.00016,,0.126
,4,SAUSAGE  BERLINER  PORK  BF,60.97,15.27,17.2,3.97,2.59,0.0,2.35,0.08,0.69,0.0,0.0,0.3,13.0,6.08,8.0,1.58,23.0,1 slice,28.35,1 oz,0.0,0.012,0.00115,0.015,0.13,0.28300000000000003,1.297,0.0024700000000000004,4.1e-05,0.00014099999999999998,0.0,0.00037999999999999997,0.000213,0.0031100000000000004,0.0002,5e-05,0.0,5e-05,5e-05,,2.6700000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,,1.6e-05,0.046
,1,"CANDIES,CONFECTIONER'S COATING,PNUT BUTTER",2.67,18.3,29.8,2.35,46.88,5.0,38.3,0.4,1.056,1.0,0.0,0.0,0.0,13.12,12.829,2.053,168.0,"1 cup, chips",28.35,1 oz,0.0,0.11,0.0017,0.11,0.31,0.505,0.25,0.002,0.0014,3.9e-05,0.0003,0.00023199999999999997,0.0002,0.008199999999999999,0.00016999999999999999,0.0007700000000000001,0.0,0.0007700000000000001,0.0007700000000000001,0.03,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0013599999999999999,7.3e-05,0.001
,5,JELLIES,29.77,0.15,0.02,0.12,69.95,1.0,51.22,0.011000000000000001,0.19699999999999998,5.0,0.0,0.0,0.0,0.005,0.001,0.004,21.0,"1 serving, 1 tbsp",14.0,"1 packet,  (0.5 oz)",0.0,0.006999999999999999,0.00018999999999999998,0.006,0.006,0.054000000000000006,0.03,3e-05,0.000132,4e-06,0.0009,1e-06,2.6000000000000002e-05,3.5999999999999994e-05,2e-05,2e-05,0.0,2e-05,2e-05,0.0103,0.0,0.0,0.0,2.9999999999999997e-05,0.0,0.0,0.00022,0.0,3e-06,0.0
,5,"MOTHER'S,COCNT COCADAS COOKIES",2.6,5.7,25.1,,65.1,3.0,27.8,,,,,,,12.8,4.1,6.2,32.0,5 cookies,,,0.0,,0.0028,0.021,0.081,0.138,0.43,0.0006,,,,0.00033,0.00025,0.0028,6e-05,0.00084,,,,,,,,,,,,0.00045,,0.011000000000000001
,2,"VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D",38.68,0.6,59.17,1.7,0.0,0.0,0.0,0.0,,3577.0,819.0,10.7,429.0,10.042,20.316,24.686,14.0,1 tbsp,229.0,1 cup,0.0,0.021,0.0,0.002,0.016,0.03,0.785,0.0,,0.0,0.0001,7.000000000000001e-06,2.6000000000000002e-05,1.6e-05,6e-06,1e-05,0.0,1e-05,1e-05,0.0124,7.000000000000001e-07,0.007679999999999999,0.0,0.0061,0.0,0.0,0.0,0.005,0.001013,0.001
,4,"BEEF,SHLDR TOP BLADE STEAK,BNLS,LN & FAT,0"" FAT,ALL GRDS,RAW",71.89,20.16,7.25,1.09,0.0,0.0,0.0,0.095,0.9359999999999999,11.0,3.0,0.1,4.0,2.9819999999999998,3.5669999999999997,0.698,85.0,3 oz,239.0,1 steak,15.0,0.012,0.00249,0.019,0.201,0.335,0.08199999999999999,0.0075499999999999986,1e-05,0.000226,0.0,9.499999999999999e-05,0.000256,0.003865,0.000404,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,0.0742,4.33e-05,2.9999999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.00016999999999999999,1.4999999999999999e-05,0.069
,2,CAMPBELL'S HOMESTYLE NEW ENGLAND CLAM CHOWDER,86.53,2.33,4.23,1.23,5.68,0.8,0.0,0.025,,0.0,,,,0.816,,,256.0,1 cup,519.0,1 can,0.0,0.013999999999999999,0.0005600000000000001,0.013000000000000001,0.031,0.337,0.363,0.00027,7.6e-05,4.3e-05,0.0,1.5e-05,1.5e-05,0.00042199999999999996,,,,,,,,,,,,,,,,0.004
,2,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",81.0,0.2,0.2,0.2,18.4,0.3,16.98,0.051,,261.0,18.0,0.0,1.0,0.057999999999999996,0.07,0.036000000000000004,28.0,1 oz,170.0,1 jar,0.0,0.005,0.00016999999999999999,0.002,0.006999999999999999,0.033,0.0,3e-05,,6e-06,0.0011,7.000000000000001e-06,1.1e-05,3.8e-05,1.2e-05,0.0,0.0,0.0,0.0,0.0047,1e-07,5.9999999999999995e-05,0.0,0.00145,0.0,0.0,9e-05,1e-05,2e-06,0.01
,4,"BEEF,NZ,IMP,EYE RND,LN,RAW",74.14,20.15,3.35,1.02,1.35,0.0,0.0,0.048,0.265,24.0,7.0,0.1,3.0,0.875,1.0090000000000001,0.198,113.0,4 oz,,,2.0,0.003,0.00139,0.022000000000000002,0.192,0.35200000000000004,0.04,0.00278,4e-06,1.1e-05,0.0,3.7e-05,7.000000000000001e-05,0.0034939999999999997,0.00032900000000000003,,,,,,1.1400000000000001e-05,7e-05,0.0,0.0,0.0,0.0,0.0,0.00045999999999999996,,0.047
,4,"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)",1.2,49.1,4.77,6.5,38.43,,,0.001,0.47200000000000003,458.0,23.0,0.0,0.0,1.207,0.861,2.248,28.0,1 oz,,,0.0,0.504,0.01335,0.76,1.6840000000000002,1.869,0.037000000000000005,0.01232,0.0022600000000000003,,0.0025,0.002217,0.00042,0.004286,0.0008110000000000001,0.00242,0.0,0.00242,0.00242,,0.0,0.0,,,,,,,,0.0
,2,"SOUP,CRM OF CELERY,CND,COND",84.96,1.32,4.46,2.23,7.03,0.6,1.35,0.113,0.92,282.0,22.0,0.0,0.0,1.12,1.03,2.0,126.0,.5 cup,305.0,"1 can,  (10.75 oz)",0.0,0.032,0.0005,0.005,0.03,0.098,0.516,0.00012,0.0002,1.8e-05,0.0002,2.3e-05,3.9e-05,0.000265,1e-05,2e-05,0.0,2e-05,2e-05,0.009000000000000001,4e-07,9e-05,0.0,0.00151,0.0,0.0,0.00155,0.00139,0.00017199999999999998,0.011000000000000001
,1,"SUCCOTASH,(CORN&LIMAS),RAW",73.1,5.03,1.02,1.26,19.59,3.8,,0.18600000000000003,0.128,292.0,15.0,0.0,0.0,0.19,0.198,0.489,,,,,0.0,0.018000000000000002,0.00183,0.048,0.113,0.369,0.004,0.00061,0.0006879999999999999,6e-06,0.0151,0.00020800000000000001,8.2e-05,0.001587,0.00013000000000000002,0.0004,0.0,0.0004,0.0004,,0.0,0.0,,,,,,,,0.0
,1,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",5.0,0.0,0.0,67.3,27.7,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1 tsp,2.3,.5 tsp,0.0,5.876,0.01102,0.027000000000000003,2.191,0.02,10.6,1e-05,1.1e-05,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,5,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",11.75,24.37,0.25,3.83,59.8,24.9,,1.1,0.78,8.0,0.0,0.0,0.0,0.036000000000000004,0.019,0.138,184.0,1 cup,,,0.0,0.195,0.00935,0.16,0.405,1.49,0.011000000000000001,0.00255,0.001,3.2e-05,0.0045,0.0005290000000000001,0.00021899999999999998,0.00206,0.000397,0.00394,0.0,0.00394,0.00394,,0.0,0.0,,,,,,,,0.0
,4,HAM&CHS LOAF OR ROLL,60.3,13.6,18.7,3.4,4.0,0.0,0.0,0.08,0.52,0.0,0.0,1.1,44.0,6.966,8.59,2.022,28.0,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)",57.0,2 slices,0.0,0.057999999999999996,0.00091,0.016,0.253,0.294,1.0,0.002,,0.000346,0.0,0.000601,0.00018700000000000002,0.003452,0.00026000000000000003,2.9999999999999997e-05,0.0,2.9999999999999997e-05,2.9999999999999997e-05,0.0663,8.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00027,0.0,0.057999999999999996
,1,"CEREALS RTE,GENERAL MILLS,FIBER ONE,NUTTY CLUSTERS & ALMONDS",2.79,7.9,6.8,3.0,79.5,18.2,22.1,,,0.0,,0.0,0.0,0.69,3.3,1.7,55.0,"1 cup,  (1 NLEA serving)",,,0.0,0.182,0.008190000000000001,0.057999999999999996,0.182,0.385,0.37799999999999995,0.0068,,,0.0109,0.0006900000000000001,0.0008,0.0091,0.0009,0.00182,,,,,2.7e-05,,,,,,,,,0.0
,1,"CORN BRAN,CRUDE",4.71,8.36,0.92,0.36,85.64,79.0,0.0,0.248,0.636,71.0,4.0,0.0,0.0,0.13,0.243,0.42100000000000004,76.0,1 cup,,,0.0,0.042,0.00279,0.064,0.07200000000000001,0.044000000000000004,0.006999999999999999,0.00156,0.00014,0.000165,0.0,1e-05,0.0001,0.002735,0.000152,4e-05,0.0,4e-05,4e-05,0.0181,0.0,0.0,0.00021,0.00032,0.0,0.0,0.01355,0.00042,3e-06,0.0
,5,"SALAD DRSNG,SESAME SD DRSNG,REG",39.2,3.1,45.2,3.9,8.6,1.0,8.32,0.0,0.0,36.0,2.0,0.0,0.0,6.2,11.9,25.1,15.0,1 tablespoon,245.0,1 cup,0.0,0.019,0.0006,0.0,0.037000000000000005,0.157,1.0,0.0001,,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.00021,2e-05,0.00016,0.0,0.005,0.00056,0.0
,1,"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD HOT FUDGE SUNDAE TO",13.6,4.4,10.8,,69.8,3.3,24.7,,,1000.0,300.0,0.0,0.0,3.9,2.2,3.6,48.0,1 pastry,,,0.0,0.2,0.0036,,0.045,0.125,0.39899999999999997,,,,,0.0003,0.00033999999999999997,0.004200000000000001,0.0004,0.0008,,,,,,,,,,,,0.0,,0.002
,5,"VITASOY USA ORGANIC NASOYA,TOFU PLUS EX FIRM",81.8,9.3,4.9,1.3,2.7,1.0,0.4,,,,,2.5,101.0,0.6,1.3,3.0,85.0,3 oz,,,0.0,0.24600000000000002,0.0016,,0.129,,0.006999999999999999,,,,,,0.00044,,0.0005,,,,,,1.4499999999999998e-05,,,,,,,,,0.0
,4,"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW",62.83,17.37,17.33,0.84,0.0,0.0,0.0,0.07400000000000001,0.29,0.0,0.0,,,6.99,7.6,0.63,28.0,1 oz,453.6,1 lb,19.0,0.01,0.00207,0.017,0.16399999999999998,0.276,0.069,0.00507,1.3000000000000001e-05,0.00016299999999999998,0.0,0.0001,0.00016999999999999999,0.0022,0.00036,5e-05,0.0,5e-05,5e-05,0.0726,3.4399999999999996e-05,,0.0,0.0,0.0,0.0,0.0,,,0.071
,1,"RYE FLOUR,MEDIUM",10.97,10.88,1.52,1.2,75.43,11.8,1.1,0.331,0.49200000000000005,0.0,0.0,0.0,0.0,0.18,0.18899999999999997,0.695,102.0,1 cup,,,0.0,0.024,0.0025399999999999997,0.063,0.225,0.374,0.002,0.00217,0.002412,0.000144,0.0,0.00028700000000000004,0.00011399999999999999,0.001727,0.000268,0.00033999999999999997,0.0,0.00033999999999999997,0.00033999999999999997,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0014299999999999998,5.9e-05,0.0
,1,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",12.5,4.2,10.6,1.08,71.62,1.0,35.4,0.08,0.0,962.0,289.0,,,1.88,6.17,2.56,52.0,1 pastry,,,0.0,0.022000000000000002,0.0035,0.016,0.08800000000000001,0.085,0.32,0.00121,,,0.0,0.00029,0.00033,0.0038,0.0004,0.001,,0.001,,,0.0,,,,,,,,,0.0
,4,"VEAL,GROUND,CKD,PAN-FRIED",59.87,25.83,11.78,1.02,1.51,0.0,0.0,0.11599999999999999,0.88,0.0,0.0,1.4,55.0,4.368,5.665,0.784,85.0,3 oz,,,,0.018000000000000002,0.0015,0.034,0.231,0.245,0.146,0.0029500000000000004,8.999999999999999e-06,0.000185,0.0,9.499999999999999e-05,0.00043,0.0079,0.000508,5.9999999999999995e-05,0.0,5.9999999999999995e-05,5.9999999999999995e-05,0.1196,3.53e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00026000000000000003,1.4999999999999999e-05,0.077
,4,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN,UNHTD",70.8,22.71,3.47,2.96,0.43,0.0,0.43,0.109,0.377,34.0,10.0,,,1.16,1.632,0.5820000000000001,85.0,3 oz,,,37.0,0.009000000000000001,0.0010500000000000002,0.021,0.253,0.303,0.893,0.0024,2.2e-05,0.00041,0.0,0.000265,0.000225,0.0072299999999999994,0.00033600000000000004,1e-05,0.0,1e-05,1e-05,0.1022,5.0999999999999995e-06,0.0001,0.0,0.0,0.0,0.0,0.0,0.00024,0.0,0.068
,4,"TURKEY,WHL,GIBLETS,RAW",76.03,18.18,5.09,1.13,0.07,0.0,0.0,0.5770000000000001,3.889,13129.0,3939.0,0.8,34.0,1.452,1.016,1.425,85.0,3 oz,157.0,1 giblets,0.0,0.018000000000000002,0.00592,0.022000000000000002,0.223,0.198,0.136,0.00323,0.00018999999999999998,0.000493,0.0,0.000149,0.001393,0.008694,0.0006540000000000001,0.00331,0.0,0.00331,0.00331,0.16,0.0001306,0.039389999999999994,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.33299999999999996
,1,"WILD RICE,COOKED",73.93,3.99,0.34,0.4,21.34,1.8,0.73,0.121,0.154,3.0,0.0,0.0,0.0,0.049,0.05,0.213,164.0,1 cup,,,0.0,0.003,0.0006,0.032,0.08199999999999999,0.10099999999999999,0.003,0.00134,0.000282,8e-06,0.0,5.2000000000000004e-05,8.7e-05,0.001287,0.000135,0.00026000000000000003,0.0,0.00026000000000000003,0.00026000000000000003,0.0102,0.0,0.0,0.0,2e-05,0.0,0.0,0.00064,0.00024,5e-06,0.0
