Shrt_Desc,Water_(g),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Vit_A(g),Calcium_(g),Iron_(g),Magnesium_(g),Phosphorus_(g),Potassium_(g),Sodium_(g),Zinc_(g),Copper_g),Manganese_(g),Selenium_(g),Vit_C_(g),Thiamin_(g),Riboflavin_(g),Niacin_(g),Panto_Acid_g),Vit_B6_(g),Folate_Tot_(g),Folic_Acid_(g),Food_Folate_(g),Choline_Tot_ (g),Vit_B12_(g),Retinol_(g),Alpha_Carot_(g),Beta_Carot_(g),Beta_Crypt_(g),Lycopene_(g),Lut+Zea_ (g),Vit_E_(g),Vit_D_g,Vit_K_(g),Cholestrl_(g),Energ_Kcal
"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",59.59,30.67,9.0,1.16,0.0,0.0,0.0,3.415,3.837,0.367,0.0,0.007,0.0025299999999999997,0.02,0.193,0.252,0.041,0.0052,7.4e-05,1.1e-05,0.000317,0.0,7.000000000000001e-05,0.000163,0.00536,0.000605,0.00040300000000000004,0.0001,0.0,0.0001,0.1168,1.71e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,1e-06,1.5e-05,0.09,204
"CANDIES,FUDGE,CHOC,W/ NUTS,PREPARED-FROM-RECIPE",7.66,4.38,18.93,0.87,67.93,2.5,63.37,6.489,3.9,7.529,0.00042,0.057,0.00197,0.055,0.114,0.183,0.039,0.0014299999999999998,0.000526,0.000885,2.9e-05,0.0002,6.7e-05,9.5e-05,0.000315,0.000208,8.8e-05,0.00016,0.0,0.00016,0.0146,7.000000000000001e-07,0.00037,0.0,0.0001,0.0,0.0,5e-05,0.00026000000000000003,0.0,1.6e-05,0.012,461
"TOMATO&VEG JUC,LO NA",93.5,0.6,0.1,1.21,4.59,0.8,3.8,0.014,0.016,0.042,0.004674,0.011,0.00041999999999999996,0.011,0.017,0.193,0.07,0.0002,0.0002,,5e-06,0.0277,4e-05,2.9999999999999997e-05,0.00073,,0.00014000000000000001,0.00021,0.0,0.00021,0.0072,0.0,0.0,0.0021,0.0083,0.0,0.0966,0.0008,0.00032,0.0,5.3e-05,0.0,22
"MILK,DRY,NONFAT,REG,W/ ADDED VIT A & VITAMIN D",3.16,36.16,0.77,7.93,51.98,0.0,51.98,0.499,0.2,0.03,0.006536999999999999,1.257,0.00032,0.11,0.968,1.794,0.535,0.00408,4.1e-05,2e-05,0.000273,0.0068,0.000415,0.00155,0.0009509999999999999,0.003568,0.000361,0.0005,0.0,0.0005,0.1692,4.0300000000000004e-05,0.00653,0.0,1e-05,0.0,0.0,0.0,0.0,0.00011,1e-06,0.02,362
"ASPARAGUS,RAW",93.22,2.2,0.12,0.58,3.88,2.1,1.88,0.04,0.0,0.05,0.0022679999999999996,0.024,0.00214,0.014,0.052,0.202,0.002,0.00054,0.000189,0.000158,2.2999999999999997e-05,0.0056,0.00014299999999999998,0.00014099999999999998,0.000978,0.00027400000000000005,9.1e-05,0.00052,0.0,0.00052,0.016,0.0,0.0,9e-05,0.00449,0.0,0.0,0.0071,0.00113,0.0,0.00041600000000000003,0.0,20
"SALMON,COHO,WILD,RAW",72.66,21.62,5.93,1.21,0.0,0.0,0.0,1.26,2.134,1.992,0.000405,0.036,0.0005600000000000001,0.031,0.262,0.423,0.046,0.00041,5.1e-05,1.4e-05,0.000365,0.001,0.00011300000000000001,0.00014000000000000001,0.00723,0.000823,0.000549,9e-05,0.0,9e-05,0.10940000000000001,4.17e-05,0.0004,0.0,0.0,0.0,0.0,0.0,0.00073,9e-05,1e-06,0.045,146
"SESBANIA FLOWER,CKD,STMD,WO/SALT",93.3,1.14,0.05,0.28,5.23,,,,,,0.0,0.022,0.0005600000000000001,0.012,0.021,0.107,0.011,,,,7e-06,0.037,4.8e-05,4.2999999999999995e-05,0.00025,,,0.00057,0.0,0.00057,,0.0,0.0,,,,,,,0.0,,0.0,22
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW",74.97,20.65,3.53,1.01,0.0,0.0,0.0,1.181,1.355,0.562,6e-06,0.006,0.0009699999999999999,0.027,0.243,0.393,0.052,0.0018700000000000001,8.9e-05,1.4e-05,0.000303,0.0,0.000982,0.000337,0.00661,0.000837,0.0007650000000000001,0.0,0.0,0.0,0.07970000000000001,5.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,3e-06,0.0,0.065,120
"SPAGHETTI,CKD,UNENR,WO/ SALT",62.13,5.8,0.93,0.27,30.86,1.8,0.56,0.176,0.131,0.319,0.0,0.007,0.00128,0.018,0.058,0.044,0.001,0.00051,0.0001,0.000322,0.00026399999999999997,0.0,2e-05,2e-05,0.0004,0.000112,4.9000000000000005e-05,7e-05,0.0,7e-05,,0.0,0.0,,,,,,5.9999999999999995e-05,0.0,0.0,0.0,158
"KALE,FROZEN,UNPREPARED",91.12,2.66,0.46,0.88,4.9,2.0,,0.059,0.034,0.219,0.018758999999999998,0.136,0.00093,0.018,0.029,0.333,0.015,0.00017999999999999998,4.6e-05,0.000443,9e-06,0.039299999999999995,5.6e-05,0.000112,0.0006979999999999999,5.2e-05,8.999999999999999e-05,0.00017,0.0,0.00017,,0.0,0.0,,,,,,,0.0,,0.0,28
"GRANOLA BARS,HARD,PLAIN",3.9,10.1,19.8,1.9,64.4,5.3,28.57,2.37,4.38,12.05,9.900000000000001e-05,0.061,0.0029500000000000004,0.097,0.277,0.336,0.294,0.0020299999999999997,0.00039200000000000004,0.001777,0.00016199999999999998,0.0009,0.000264,0.00011899999999999999,0.001581,0.0008129999999999999,8.5e-05,0.00023,0.0,0.00023,0.022,0.0,0.0,6e-05,0.00017,0.0,0.0,0.00189,0.00209,0.0,0.000146,0.0,471
"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",68.58,20.93,9.97,0.95,0.0,0.0,0.0,3.88,4.531,0.464,2.1000000000000002e-05,0.009,0.00195,0.022,0.156,0.27,0.065,0.00477,7.3e-05,7.3e-05,0.000215,0.0,0.0001,0.00027800000000000004,0.004907,0.0005200000000000001,0.000467,3e-05,0.0,3e-05,0.0515,1.9299999999999998e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.00016,1e-06,1.5e-05,0.065,173
"CHICKEN,SKN (DRUMSTICKS & THIGHS),ENHANCED,CKD,BRSD",46.96,12.26,38.94,0.84,1.0,0.0,0.0,10.605,17.201,7.994,0.00044100000000000004,0.014,0.00065,0.012,0.112,0.146,0.139,0.00063,2.9e-05,1.6e-05,0.000156,0.0,5e-05,4e-05,0.0033,,0.00014399999999999998,2e-05,0.0,2e-05,0.0362,2.7e-06,0.00044,0.0,0.0,0.0,0.0,0.0,0.00017999999999999998,1e-06,4e-06,0.124,403
"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",7.3,10.5,15.8,2.1,64.4,4.3,,3.65,6.59,4.27,4.2000000000000004e-05,0.091,0.00213,0.086,0.25,0.291,0.409,0.00186,0.00066,0.0014,0.00018899999999999999,0.0,0.000228,0.000148,0.003142,0.00054,0.000103,0.00032,0.0,0.00032,,2e-06,1e-05,,,,,,,,,0.0,426
"BEANS,PINK,MATURE SEEDS,RAW",10.06,20.96,1.13,3.66,64.19,12.7,2.14,0.292,0.098,0.487,0.0,0.13,0.00677,0.182,0.415,1.464,0.008,0.0025499999999999997,0.0008100000000000001,0.0013759999999999998,0.00013,0.0,0.000772,0.000192,0.0018919999999999998,0.000997,0.000527,0.00463,0.0,0.00463,0.06720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020999999999999998,0.0,5.7e-05,0.0,343
"CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL",12.59,8.28,3.4,5.45,70.28,6.7,,0.478,0.897,1.55,0.0014069999999999998,0.361,0.0057599999999999995,0.086,0.804,0.255,1.247,0.002,0.00015,0.000498,,0.0,0.000661,0.0004,0.0052910000000000006,0.000425,0.00054,0.00233,0.00176,0.00057,,0.0,0.0,,,,,,,0.0,,0.0,334
"PORK,CURED,BACON,CKD,MICROWAVED",20.38,39.01,34.12,6.01,0.48,0.0,0.0,11.644,15.235,5.602,,0.013,0.00114,0.034,0.389,0.525,1.783,0.0035099999999999997,0.00011700000000000001,2.3e-05,0.000651,0.0,0.000554,0.000257,0.010714,0.001167,0.000513,,0.0,,0.1072,1e-05,,0.0,0.0,0.0,0.0,0.0,0.00047999999999999996,,,0.111,476
"FROZ NOVLT,ICE CRM,VAN ICE CRM,LT,NO SUGAR ADDED,CHOC COATD",56.2,6.4,10.1,1.19,26.11,0.8,8.52,5.528,2.7,1.359,0.00036899999999999997,0.222,0.00029,0.028,0.173,0.305,0.104,0.00082,7.6e-05,7.8e-05,2.4e-05,0.0,6.2e-05,0.000261,0.000175,0.000479,4.2999999999999995e-05,7e-05,0.0,7e-05,0.0297,4.9e-06,0.00015,0.0,0.00044,0.0,0.0,0.0,0.00041999999999999996,2e-06,1.3000000000000001e-05,0.01,221
"BEEF,ASTRLN,GRSSFD,RND,BTTM RND STEAK/RST,BNLS,LN & FAT,RAW",72.33,21.13,6.16,1.04,0.01,0.0,0.0,2.51,2.634,0.377,8.999999999999999e-06,0.005,0.0020800000000000003,,,,0.07,,,,,0.0,,,,,,,,,,,1e-05,0.0,0.0,0.0,0.0,0.0,,,,0.055,140
"SALMON,CHINOOK,RAW",71.64,19.93,10.43,1.33,0.0,0.0,0.0,3.1,4.399,2.799,0.001359,0.026,0.00025,0.095,0.289,0.394,0.047,0.00044,4.1e-05,1.4999999999999999e-05,0.000365,0.004,5.4e-05,0.00011300000000000001,0.00842,0.00075,0.0004,0.0003,0.0,0.0003,,1.3000000000000001e-05,0.00136,0.0,0.0,0.0,0.0,0.0,0.00122,,,0.05,179
"FAST FOODS,FRIED CHICK,BREAST,MEAT & SKN & BREADING",55.45,23.51,12.44,2.58,6.03,0.1,0.0,3.316,6.011,2.066,9.6e-05,0.045,0.0007199999999999999,0.026,0.23,0.282,0.657,0.00092,6.4e-05,0.000115,0.000292,0.0,0.000104,0.000228,0.007869,0.001167,0.000263,0.00021,0.0001,0.00011,0.07890000000000001,3.1e-06,0.0001,0.0,0.0,0.0,0.0,0.0,0.00047999999999999996,1e-06,0.0,0.092,230
"SNACKS,GRANOLA BITES,MXD FLAVORS",7.88,7.17,17.5,1.12,66.27,5.7,30.0,9.888,3.194,2.546,3e-05,0.041,0.00156,0.069,0.216,0.285,0.167,0.0019199999999999998,0.000247,0.001682,0.0002,0.0002,0.000199,0.000146,0.002318,0.00045,0.00014299999999999998,0.00033,7e-05,0.00026,0.0312,7.000000000000001e-07,2e-05,0.0,3e-05,0.0,0.0,0.00082,0.0025099999999999996,0.0,9.1e-05,0.0,451
"CEREALS RTE,KELLOGG'S,FRSTD MINI-WHEATS BITE SIZE STRAWB DEL",5.1,8.7,1.6,0.5,84.6,10.2,22.7,0.4,0.2,0.8,1.7999999999999997e-05,0.026,0.0295,0.081,0.346,0.342,0.003,0.0027,0.0003,,,0.0,0.00068,0.0007700000000000001,0.0091,,0.00091,0.00364,0.00345,0.00019,,2.7000000000000002e-05,,,,,,,0.00067,0.0,,0.0,352
"REFRIED BNS,CND,TRADITIONAL,RED NA",77.75,4.98,2.01,1.71,13.55,3.7,0.54,0.631,0.601,0.543,0.0,0.029,0.0014399999999999999,0.035,0.092,0.319,0.138,0.00058,0.000129,0.000289,5.8e-05,0.0008,7.6e-05,7.9e-05,0.000367,0.000189,0.000103,0.00026,0.0,0.00026,0.022699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999999999999999e-05,0.0,2.2999999999999997e-05,0.0,89
"ALCOHOLIC BEV,WINE,TABLE,RED,GAMAY",87.49,0.07,0.0,0.21,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
"WHEAT FLR,WHITE,CAKE,ENR",12.51,8.2,0.86,0.39,78.03,1.7,0.31,0.127,0.073,0.379,0.0,0.014,0.00732,0.016,0.085,0.105,0.002,0.00062,0.00013900000000000002,0.000634,4.9000000000000005e-05,0.0,0.000892,0.00043,0.00679,0.000458,3.3e-05,0.00186,0.00138,0.00047,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,2e-05,0.0,3e-06,0.0,362
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",93.66,0.83,0.14,0.58,4.8,1.2,,0.029,0.011,0.06,0.0008370000000000001,0.018,0.00047999999999999996,0.023,0.035,0.209,0.005,0.00037,8.5e-05,0.000162,2e-06,0.0064,4e-05,4.8e-05,0.0004,8.8e-05,8.8e-05,0.00012,0.0,0.00012,,0.0,0.0,,,,,,,0.0,,0.0,20
"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",56.26,22.51,19.97,1.21,0.0,0.0,0.0,8.44,8.17,1.62,0.0,0.02,0.00197,0.023,0.184,0.251,0.066,0.00523,0.000108,2.2e-05,0.00026199999999999997,0.0,8.999999999999999e-05,0.00023999999999999998,0.00615,0.0007,0.00013000000000000002,0.00021,0.0,0.00021,0.0879,2.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001,1e-06,4.599999999999999e-05,0.092,276
"SUNSHINE,KRISPY,SOUP & OYSTER CRACKERS (LARGE)",2.5,8.6,9.3,,76.1,2.6,2.4,1.6,2.1,5.2,,,0.004900000000000001,0.019,0.081,0.147,1.536,,,,,,0.0007099999999999999,0.00045,0.006,,,0.00161,,,,,,,,,,,,,,0.0,416
"KIELBASA,FULLY CKD,UNHTD",52.82,10.84,29.63,3.0,3.72,0.0,2.05,9.684,12.186,5.3,8.099999999999999e-05,0.024,0.00075,0.014,0.168,0.217,0.928,0.0012900000000000001,6.6e-05,5.4e-05,0.00017600000000000002,0.019100000000000002,0.00015,0.000156,0.003148,0.0005899999999999999,0.0001,1e-05,0.0,1e-05,0.038299999999999994,6.8e-06,8e-05,0.0,0.0,0.0,0.0,0.0,0.00041999999999999996,7e-06,0.0,0.061,325
"KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SKN W/ BREADING",51.44,20.62,17.73,2.38,7.96,,,3.887,6.049,6.353,,0.025,0.00091,0.021,0.198,0.237,0.632,0.00184,0.00041099999999999996,0.000145,0.000242,,3.7e-05,0.000195,0.004601,0.0011220000000000002,0.000204,,,,,5.4e-06,0.00019,,,,,,,,,0.109,274
"BEVERAGES,ENERGY DRK W/ CARB H2O & HI FRUCTOSE CORN SYRUP",84.52,0.42,0.0,0.06,15.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.048,0.00063,0.0,,7.3e-05,0.025,0.0,0.0,0.0,,0.000833,0.00167,0.00167,0.0,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
"EDAMAME,FRZ,PREP",72.77,10.88,5.2,1.21,9.94,5.2,2.18,0.62,1.282,2.156,,0.063,0.00227,0.064,0.169,0.436,0.006,0.0013700000000000001,0.000345,0.001024,,0.0060999999999999995,0.0002,0.000155,0.000915,0.000395,0.0001,0.00311,0.0,0.00311,0.056299999999999996,,,,,,,,0.00068,,0.000267,,122
"KELLOGG'S,POP-TARTS,ICE CRM SHOPPE FRSTD VANILLA MILKSHAKE T",12.8,4.0,11.3,,70.1,2.7,23.9,4.0,2.4,4.0,0.003126,0.208,0.0038,0.007,0.045,0.049,0.391,0.0003,,,,,0.00031,0.00035,0.004200000000000001,,0.0004,0.00083,,,,0.0,,,,,,,0.0,0.0,,0.002,398
"BEEF,FLANK,STEAK,LN,0"" FAT,SEL,CKD,BRLD",65.51,27.96,6.48,1.13,0.0,0.0,0.0,2.688,2.554,0.256,0.0,0.02,0.00171,0.024,0.226,0.365,0.059,0.00509,7.6e-05,1e-05,0.00034700000000000003,0.0,8e-05,0.000148,0.008171,0.0005510000000000001,0.000618,9e-05,0.0,9e-05,0.1065,1.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,,1.3000000000000001e-05,0.076,178
"CARBONATED BEV,COLA,CONTAINS CAFFEINE,FAST-FOOD COLA",90.31,0.07,0.02,0.04,9.56,0.0,8.97,0.0,0.0,0.0,0.0,0.002,0.00011,0.0,0.01,0.002,0.004,2e-05,1e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
"INF FORMULA, ABB NUT,SIMI,NAT CA,AD,RTF,W/ ARA & DHA",85.07,2.12,4.24,0.75,8.2,0.0,8.2,2.544,0.402,0.842,0.0029189999999999997,0.163,0.00029,0.009,0.091,0.101,0.034,0.00117,0.000195,8.999999999999999e-06,1.4e-05,0.0289,0.000195,0.000484,0.003902,0.0014830000000000002,0.000195,0.00029,0.00029,0.0,0.006,4.3e-06,0.00292,0.0,0.0,0.0,0.0,0.0,0.00209,2.9e-05,9.400000000000001e-05,0.002,78
"ALCOHOLIC BEV,WINE,TABLE,WHITE,MUSCAT",85.69,0.07,0.0,0.21,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",2.51,0.0,1.23,2.15,94.11,0.0,80.5,0.0,0.0,0.0,,0.04,0.00034,0.001,0.12,0.03,0.063,5.9999999999999995e-05,0.00025,5e-05,,0.0004,1.1e-05,0.0008020000000000001,0.00022,5.5e-05,2.2e-05,,,,,,,,,,,,,,,0.0,388
"SALAD DRSNG,ITALIAN DRSNG,RED CAL",70.0,0.3,20.0,3.0,6.7,0.2,1.94,2.88,4.66,11.58,0.0,0.006,0.00013000000000000002,0.002,0.007,0.033,1.074,4e-05,5e-06,2e-05,1.6e-05,0.0004,1e-05,1e-05,2e-05,0.0,2.9999999999999997e-05,3e-05,0.0,3e-05,0.0033,7.000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0005899999999999999,0.0,0.000125,0.0,200
"ORANGE JUC,CND,UNSWTND",87.72,0.68,0.15,0.43,11.01,0.3,8.76,0.018,0.025,0.034,0.000525,0.01,0.0001,0.01,0.017,0.184,0.004,4e-05,2.2e-05,2.1000000000000002e-05,1e-06,0.030100000000000002,3.9e-05,2.1000000000000002e-05,0.000201,0.00017999999999999998,3.1e-05,0.00024,0.0,0.00024,0.0062,0.0,0.0,5e-05,0.00029,0.00148,0.0,0.00115,0.0002,0.0,1e-06,0.0,47
"BABYFOOD,FRUIT,PEACHES,STR",83.65,0.94,0.33,0.59,14.48,1.3,11.5,0.02,0.01,0.04,0.000702,0.004,0.00023,0.007,0.015,0.195,0.004,0.00011,2.9999999999999997e-05,3.7e-05,1e-06,0.0461,1.4999999999999999e-05,7.7e-05,0.00164,8.3e-05,1.7999999999999997e-05,0.00021,0.0,0.00021,0.0085,0.0,0.0,0.0,0.00378,0.00068,0.0,0.00163,0.00199,0.0,6.599999999999999e-05,0.0,65
"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,1/8""FAT,CKD,BRLD",52.17,24.41,21.28,1.34,0.0,0.0,,10.56,8.2,0.99,0.0,0.023,0.0021000000000000003,0.02,0.213,0.164,0.05,0.00276,0.000112,2.2e-05,2.1000000000000002e-05,0.0,0.00011999999999999999,0.00037,0.00792,0.00049,0.00011,1e-05,0.0,1e-05,,2.54e-05,0.0,,,,,,,,,0.113,296
"BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW",72.52,22.24,4.4,1.09,0.0,0.0,0.0,1.77,1.846,0.291,0.0,0.005,0.00228,,,,0.059,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.047,129
"TARO,TAHITIAN,RAW",87.96,2.79,0.97,1.38,6.91,,,0.197,0.078,0.4,0.006135,0.129,0.0013,0.047,0.045,0.606,0.05,8.999999999999999e-05,7.099999999999999e-05,0.000157,7e-06,0.096,6.2e-05,0.000244,0.000995,0.000124,0.000116,9e-05,0.0,9e-05,,0.0,0.0,,,,,,,0.0,,0.0,44
"LAMB,AUS,IMP,FRSH,SHLDR,WHL (ARM&BLD),LN,1/8""FAT,CKD",61.05,26.18,13.44,1.06,0.0,,,5.843,5.264,0.546,,0.028,0.0019,0.022,0.195,0.308,0.091,0.0066500000000000005,0.00015,1.4e-05,5.1e-05,,0.0001,0.00029,0.004695,0.000775,0.000211,,,,,3.56e-05,,,,,,,,,,0.091,233
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW",61.05,19.33,19.06,0.9,0.0,0.0,0.0,7.692,8.162,0.725,0.0,0.023,0.00139,0.02,0.176,0.295,0.049,0.00333,6.500000000000001e-05,1e-05,0.000215,0.0,5.9999999999999995e-05,9.3e-05,0.005699,0.0005560000000000001,0.000527,0.0001,0.0,0.0001,,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00041999999999999996,,1.7e-05,0.081,254
"ALCOHOLIC BEV,WINE,TABLE,RED,CARIGNANE",87.88,0.07,0.0,0.31,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74
"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",85.2,2.86,1.84,1.9,7.76,0.8,2.45,1.02,,,0.00306,0.008,0.00044,,,,0.327,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.006,57
"CHEESE PRODUCT,PAST PROCESS,CHEDDAR,RED FAT",51.8,17.6,14.1,5.9,10.6,0.0,8.02,8.85,4.13,0.41,0.002883,0.529,0.0002,0.033,0.829,0.33,1.587,0.0023599999999999997,2.9999999999999997e-05,,0.000124,0.0,7.000000000000001e-05,0.00047999999999999996,0.00017999999999999998,,8e-05,0.00018,0.0,0.00018,0.0362,1.11e-05,0.00247,0.0,0.00082,0.0,0.0,0.0,0.00027,3e-06,2.7000000000000002e-05,0.053,240
"CRACKERS,MELBA TOAST,WHEAT",5.5,12.9,2.3,2.9,76.4,7.4,,0.337,0.544,0.91,0.0,0.043,0.0045,0.056,0.165,0.148,0.837,0.0015,0.000265,0.001064,0.00055,0.0,0.000422,0.000299,0.005083,0.000517,0.000103,0.00132,0.00108,0.00024,,0.0,0.0,,,,,,,,,0.0,374
"BEEF,LOIN,TP LN STK,BNLESS,LIP-ON,L&F,1/8"" FAT,CHOIC,RAW",64.65,21.13,13.36,0.94,0.0,0.0,0.0,5.685,6.455,0.671,4.2000000000000004e-05,0.016,0.00188,0.01,0.187,0.253,0.044,0.00335,3.8e-05,2e-06,0.00019,0.0,4.9000000000000005e-05,0.000184,0.006286,0.00034399999999999996,0.0005430000000000001,3e-05,0.0,3e-05,0.0533,1.63e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.00023,1e-06,1.5e-05,0.061,205
"KASHI BLACK BEAN MANGO,FRZ,UNPREP",75.0,3.0,3.0,1.0,18.0,6.0,3.0,0.0,2.0,1.0,0.00795,0.029,0.0006,0.027,0.067,,0.134,0.0006,,,,0.021,,,,,,,,,,,,,,,,,,,,0.001,111
"GRAVY,AU JUS,DRY",2.74,9.2,9.63,30.94,47.49,,,2.026,4.683,0.23,3e-05,0.14,0.009300000000000001,0.056,0.153,0.279,11.588,0.0007,0.00011999999999999999,0.000268,6.2e-05,0.001,0.000472,0.000324,0.0040869999999999995,0.000157,0.000174,0.00081,0.0,0.00081,,3.2e-06,0.0,,,,,,,,,0.004,313
"SEAWEED,LAVER,RAW",85.03,5.81,0.28,3.77,5.11,0.3,0.49,0.061,0.025,0.11,0.015605999999999998,0.07,0.0018,0.002,0.058,0.356,0.048,0.0010500000000000002,0.000264,0.000988,7e-06,0.039,9.800000000000001e-05,0.000446,0.00147,0.000521,0.00015900000000000002,0.00146,0.0,0.00146,0.0104,0.0,0.0,0.0,0.03121,0.0,0.0,0.0,0.001,0.0,4e-05,0.0,35
"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",45.17,12.98,16.97,2.24,22.64,0.2,2.87,6.396,6.026,2.603,0.000636,0.094,0.00177,0.02,0.185,0.123,0.55,0.0010500000000000002,0.00032700000000000003,0.000179,0.000238,0.0005,0.000305,0.00021799999999999999,0.002877,0.000896,9.1e-05,0.00053,0.00039,0.00015,0.0838,9.6e-06,0.00064,0.0,0.0,0.0,0.0,0.00119,0.00064,4e-06,2.8e-05,0.133,295
"EGG CUSTARDS,DRY MIX,PREP W/ 2% MILK",74.44,4.13,2.83,1.0,17.61,0.0,4.63,1.475,0.896,0.201,0.000624,0.146,0.00033,0.017,0.137,0.214,0.087,0.00061,1.2e-05,1.6e-05,4.9000000000000005e-05,0.0002,5.6e-05,0.000235,0.000135,0.000683,6.6e-05,8e-05,0.0,8e-05,0.0135,5.7999999999999995e-06,0.0006,0.0,4e-05,0.0,0.0,0.0,2.9999999999999997e-05,1.1000000000000001e-05,2e-06,0.049,112
"TURKEY,HEART,ALL CLASSES,CKD,SIMMRD",67.15,24.88,7.52,1.21,0.0,0.0,0.0,1.898,1.668,1.832,0.00016199999999999998,0.021,0.00696,0.028,0.241,0.203,0.14,0.0046,0.000825,0.000121,0.0005679999999999999,0.0,0.000236,0.0015400000000000001,0.0077599999999999995,,0.000608,8e-05,0.0,8e-05,0.1725,0.000139,0.00016,0.0,0.0,0.0,0.0,0.0,0.00013000000000000002,0.0,0.0,0.359,174
"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",90.3,1.0,3.7,0.47,4.53,0.2,1.72,1.005,0.704,1.739,7.199999999999999e-05,0.019,0.00020999999999999998,0.002,0.02,0.041,0.02,0.00023999999999999998,5.1e-05,,6e-06,0.0004,2e-05,4e-05,0.0003,,1e-05,8e-05,2e-05,5e-05,0.0058,2e-07,7e-05,0.0,1e-05,0.0,0.0,0.0,0.00037,0.0,8e-06,0.001,53
"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",45.18,28.51,24.73,1.53,0.0,0.0,,10.29,10.1,2.03,0.0,0.027,0.00235,0.024,0.185,0.243,0.075,0.006860000000000001,0.000121,2.7e-05,0.000331,0.0,5.9999999999999995e-05,0.00020999999999999998,0.00604,0.00061,0.00011,0.00018,0.0,0.00018,,2.83e-05,0.0,,,,,,0.00016,,,0.116,345
"BABYFOO,BAN WI MIX BERR,ST",76.68,1.01,0.36,0.65,21.31,1.0,15.0,0.081,0.036,0.123,0.00015299999999999998,0.0,0.0,0.023,0.02,0.283,0.0,0.00023,9.4e-05,0.00035099999999999997,8e-06,0.0182,2.8e-05,5.8e-05,0.000623,0.00029499999999999996,0.000257,0.0002,0.0,0.0002,0.0089,0.0,0.0,0.0002,0.0002,0.0,0.0,0.00047,0.00037,0.0,6.3e-05,0.0,92
"BAGELS,EGG",32.7,10.6,2.1,1.6,53.0,2.3,,0.421,0.42,0.642,0.000327,0.013,0.00398,0.025,0.084,0.068,0.505,0.0007700000000000001,8.999999999999999e-05,0.00041,0.000306,0.0006,0.000536,0.000235,0.003443,0.000671,8.7e-05,0.00088,0.00066,0.00022,,1.6e-06,0.00033,,,,,,,,,0.024,278
